"libelleNomsArtistes","numero","titre","dateProduction","categorie","materiaux","dimensions","lieuProduction","emplacementOeuvresDansLaVille","provenance","collection","departement","dateAcquisition","oeuvrePrincipale","oeuvrePrincipaleId","elements","elementsId","nomsArtistesTries","artistes","artistesId","evenements","evenementsId","publications","publicationsId","images","id"
"Paul-Émile Borduas","D 73 61 GO 1","Sans titre","vers 1942","Dessin","Gouache sur papier","57 x 72,6 cm","Montréal (Québec), Canada","","Don des Musées nationaux du Canada","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | Paul-Émile Borduas, diffusion de l’œuvre, 1982-01-14 → 1982-02-21 [Exposition – collection] | Borduas : Œuvres de la Collection permanente, 1980-12-18 → 1981-01-25 [Exposition – collection] | La Collection Borduas, 1975-09-07 → 1975-10-05 [Exposition – collection] | Borduas (New York - Paris), 1973-10-04 → 1973-11-25 [Exposition – temporaire]","borduas-et-l-epopee-automatiste | paul-emile-borduas-diffusion-de-l-oeuvre | borduas-oeuvres-de-la-collection-permanente | la-collection-borduas | borduas-new-york-paris","La collection Borduas du Musée d’art contemporain, 1979 [Catalogue]","la-collection-borduas-du-musee-d-art-contemporain","https://macrepertoire.macm.org/kit/d-73-61-go-1/","sans-titre-73-61"
"Paul-Émile Borduas","D 73 60 GO 1","Sans titre","vers 1942","Dessin","Gouache et graphite sur carton","72,5 x 57 cm","Montréal (Québec), Canada","","Don des Musées nationaux du Canada","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Paul-Émile Borduas, diffusion de l’œuvre, 1982-01-14 → 1982-02-21 [Exposition – collection] | La Collection Borduas, 1975-09-07 → 1975-10-05 [Exposition – collection] | Borduas (New York - Paris), 1973-10-04 → 1973-11-25 [Exposition – temporaire]","paul-emile-borduas-diffusion-de-l-oeuvre | la-collection-borduas | borduas-new-york-paris","Paul-Émile Borduas, 1998 [Catalogue] | La collection Borduas du Musée d’art contemporain, 1979 [Catalogue]","paul-emile-borduas-3 | la-collection-borduas-du-musee-d-art-contemporain","https://macrepertoire.macm.org/kit/d-73-60-go-1/","sans-titre-73-60"
"Paul-Émile Borduas","A 75 7 GO 1","Le Condor embouteillé ou No12","1942","Peinture","Gouache sur papier","57,5 x 44,2 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1975","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Paul-Émile Borduas : Les frontières de nos rêves ne sont plus les mêmes, 2010-04-24 → 2010-10-03 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet II], 2006-03-03 → 2008-03-24 [Exposition – collection] | Dessins de la Collection, 2005-10-29 → 2006-01-03 [Exposition – collection] | La Magie des signes : Œuvres sur papier de la Collection Borduas du Musée d’art contemporain de Montréal, 2004-10-14 → 2005-01-15 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet I], 2002-05-24 → 2006-04-19 [Exposition – collection] | Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | La Collection Borduas du Musée d’art contemporain : œuvres picturales 1943-1960, 1984-08-30 → 1984-09-30 [Exposition – collection] | Paul-Émile Borduas, diffusion de l’œuvre, 1982-01-14 → 1982-02-21 [Exposition – collection] | Borduas : Œuvres de la Collection permanente, 1980-12-18 → 1981-01-25 [Exposition – collection] | De la figuration à la non-figuration dans l’art québécois, 1976-09-02 → 1976-10-03 [Exposition – collection (itinérante)]","paul-emile-borduas-emles-frontieres | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet-2006-03-03 | dessins-de-la-collection | la-magie-des-signes-oeuvres-sur-papier-de-la-collection | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet | borduas-et-l-epopee-automatiste | la-collection-borduas-du-musee-d-art-contemporain-oeuvres | paul-emile-borduas-diffusion-de-l-oeuvre | borduas-oeuvres-de-la-collection-permanente | de-la-figuration-a-la-non-figuration","La Magie des signes, 2004 [Catalogue] | Paul-Émile Borduas, 1998 [Catalogue] | La collection Borduas du Musée d’art contemporain, 1979 [Catalogue] | De la figuration à la non-figuration dans l’art québécois, 1976 [Catalogue]","la-magie-des-signes | paul-emile-borduas-3 | la-collection-borduas-du-musee-d-art-contemporain | de-la-figuration-a-la-non-figuration-dans-l-art-quebecois","https://macrepertoire.macm.org/kit/a-75-7-go-1/","le-condor-embouteille-ou-no12"
"Paul-Émile Borduas","A 80 90 GO 1","Sans titre","1942","Peinture","Gouache sur papier","152 x 198,5 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1980","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Paul-Émile Borduas : Les frontières de nos rêves ne sont plus les mêmes, 2010-04-24 → 2010-10-03 [Exposition – collection] | Paul-Émile Borduas et le Refus global, 2008-07-12 → 2009-04-19 [Exposition – collection] | La Magie des signes : Œuvres sur papier de la Collection Borduas du Musée d’art contemporain de Montréal, 2004-10-14 → 2005-01-15 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet I], 2002-05-24 → 2006-04-19 [Exposition – collection] | La Collection, 2001-04-28 → 2001-06-03 [Exposition – collection] | Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | La Collection : tableau inaugural, 1992-05-28 → 1994-04-03 [Exposition – collection] | Histoire en quatre temps, 1987-03-01 → 1987-05-24 [Exposition – collection] | Les esthétiques modernes au Québec de 1916 à 1946, 1982-09-02 → 1982-10-17 [Exposition – temporaire] | Paul-Émile Borduas, diffusion de l’œuvre, 1982-01-14 → 1982-02-21 [Exposition – collection] | Trois générations d’art québécois 1940/1950/1960, 1976-06-30 → 1976-09-01 [Exposition – temporaire]","paul-emile-borduas-emles-frontieres | paul-emile-borduas-et-le-refus-global | la-magie-des-signes-oeuvres-sur-papier-de-la-collection | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet | la-collection | borduas-et-l-epopee-automatiste | la-collection-tableau-inaugural | histoire-en-quatre-temps | les-esthetiques-modernes-au-quebec-de-1916-a-1946 | paul-emile-borduas-diffusion-de-l-oeuvre | trois-generation-d-art-quebecois-194019501960","Le Magazine du Musée d’art contemporain de Montréal, 2010 [Journal] | La Magie des signes, 2004 [Catalogue] | Paul-Émile Borduas, 1998 [Catalogue] | La Collection : Tableau inaugural, 1992 [Catalogue] | Histoire en quatre temps, 1987 [Catalogue] | Trois générations d’art québécois : 1940, 1950, 1960, 1976 [Catalogue]","le-magazine-du-musee-d-art-contemporain-de-montreal_2010-1 | la-magie-des-signes | paul-emile-borduas-3 | la-collection-tableau-inaugural | histoire-en-quatre-temps | trois-generations-d-art-quebecois-1940-1950","https://macrepertoire.macm.org/kit/a-80-90-go-1/","sans-titre-80-90"
"Paul-Émile Borduas","A 66 38 P 1","Femme à la mandoline","1941","Peinture","Huile sur toile","81,3 x 65 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1966","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Paul-Émile Borduas : Les frontières de nos rêves ne sont plus les mêmes, 2010-04-24 → 2010-10-03 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet II], 2006-03-03 → 2008-03-24 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet I], 2002-05-24 → 2006-04-19 [Exposition – collection] | Les esthétiques modernes au Québec de 1916 à 1946, 1982-09-02 → 1982-10-17 [Exposition – temporaire] | Paul-Émile Borduas, diffusion de l’œuvre, 1982-01-14 → 1982-02-21 [Exposition – collection] | La Société d’art contemporain de Montréal 1939-1948, 1981-05-21 → 1981-06-21 [Exposition – temporaire] | Les petits formats de la collection, 1974-08-09 → 1974-09-01 [Exposition – collection] | Acquisitions ‘66 : Invention, qualité et prestige, 1967-02-28 → 1967-03-19 [Exposition – collection]","paul-emile-borduas-emles-frontieres | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet-2006-03-03 | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet | les-esthetiques-modernes-au-quebec-de-1916-a-1946 | paul-emile-borduas-diffusion-de-l-oeuvre | la-societe-d-art-contemporain-de-montreal-1939-1948 | les-petits-formats-de-la-collection | acquisitions-66-invention-qualite-et-prestige","Paul-Émile Borduas, 1998 [Catalogue] | La collection Borduas du Musée d’art contemporain, 1979 [Catalogue]","paul-emile-borduas-3 | la-collection-borduas-du-musee-d-art-contemporain","https://macrepertoire.macm.org/kit/a-66-38-p-1/","femme-a-la-mandoline"
"Paul-Émile Borduas","A 71 53 P 1","L’Île fortifiée","1941","Peinture","Huile sur toile","69 x 87 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1971","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Paul-Émile Borduas : Les frontières de nos rêves ne sont plus les mêmes, 2010-04-24 → 2010-10-03 [Exposition – collection] | Idées de paysage / Paysages d’idées 2, 2008-11-06 → 2009-01-04 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet II], 2006-03-03 → 2008-03-24 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet I], 2002-05-24 → 2006-04-19 [Exposition – collection] | Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | Œuvres phares : peintures et sculptures majeures, 1996-05-17 → 1996-10-20 [Exposition – collection] | La Collection, 1995-11-18 → 1996-04-21 [Exposition – collection] | Paul-Émile Borduas, diffusion de l’œuvre, 1982-01-14 → 1982-02-21 [Exposition – collection] | Les petits formats de la collection, 1974-08-09 → 1974-09-01 [Exposition – collection] | Collection Gisèle et Gérard Lortie, 1972-03-02 → 1972-04-16 [Exposition – collection]","paul-emile-borduas-emles-frontieres | idees-de-paysage-paysages-d-idees-2 | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet-2006-03-03 | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet | borduas-et-l-epopee-automatiste | oeuvres-phares-peintures-et-sculptures-majeures | la-collection-1995-11-18 | paul-emile-borduas-diffusion-de-l-oeuvre | les-petits-formats-de-la-collection | collection-gisele-et-gerard-lortie","Paul-Émile Borduas, 1998 [Catalogue] | La collection Borduas du Musée d’art contemporain, 1979 [Catalogue] | Collection Gisèle et Gérard Lortie, Montréal : Acquisitions 1972, 1972 [Petit imprimé]","paul-emile-borduas-3 | la-collection-borduas-du-musee-d-art-contemporain | collection-gisele-et-gerard-lortie-montreal","https://macrepertoire.macm.org/kit/a-71-53-p-1/","l-ile-fortifiee"
"Paul-Émile Borduas","A 92 954 P 1","Nature morte à la cigarette","1941","Peinture","Huile sur toile","32,6 x 38,5 cm","Montréal (Québec), Canada","","Achat","Collection Lavalin du Musée d’art contemporain de Montréal","Art contemporain québécois","1992","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Paul-Émile Borduas : Les frontières de nos rêves ne sont plus les mêmes, 2010-04-24 → 2010-10-03 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet II], 2006-03-03 → 2008-03-24 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet I], 2002-05-24 → 2006-04-19 [Exposition – collection] | Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | La Collection Lavalin du Musée d’art contemporain de Montréal, Corpus I / 1939-1965 : de la figuration moderne à l’abstraction, et au-delà, 1995-09-07 → 1995-10-22 [Exposition – collection (itinérante)] | La Collection Lavalin du Musée d’art contemporain de Montréal – Le Partage d’une vision, 1994-04-30 → 1994-10-23 [Exposition – collection]","paul-emile-borduas-emles-frontieres | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet-2006-03-03 | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet | borduas-et-l-epopee-automatiste | la-collection-lavalin-du-musee-d-art-contemporain-de-montreal | la-collection-lavalin-du-musee-d-art-contemporain-de-montreal-1994-04-30","Paul-Émile Borduas, 1998 [Catalogue] | La Collection Lavalin du Musée d’art contemporain de Montréal : le partage d’une vision, 1994 [Catalogue]","paul-emile-borduas-3 | la-collection-lavalin-du-musee-d-art-contemporain-de","https://macrepertoire.macm.org/kit/a-92-954-p-1/","nature-morte-a-la-cigarette"
"Paul-Émile Borduas","A 71 48 P 1","Coin du banc (Gaspésie)","1938","Peinture","Huile sur bois","13,7 x 22 cm","Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1971","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Paul-Émile Borduas : Les frontières de nos rêves ne sont plus les mêmes, 2010-04-24 → 2010-10-03 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet II], 2006-03-03 → 2008-03-24 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet I], 2002-05-24 → 2006-04-19 [Exposition – collection] | Paul-Émile Borduas, diffusion de l’œuvre, 1982-01-14 → 1982-02-21 [Exposition – collection] | Les petits formats de la collection, 1974-08-09 → 1974-09-01 [Exposition – collection] | Collection Gisèle et Gérard Lortie, 1972-03-02 → 1972-04-16 [Exposition – collection]","paul-emile-borduas-emles-frontieres | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet-2006-03-03 | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet | paul-emile-borduas-diffusion-de-l-oeuvre | les-petits-formats-de-la-collection | collection-gisele-et-gerard-lortie","Paul-Émile Borduas, 1998 [Catalogue] | La collection Borduas du Musée d’art contemporain, 1979 [Catalogue] | Collection Gisèle et Gérard Lortie, Montréal : Acquisitions 1972, 1972 [Petit imprimé]","paul-emile-borduas-3 | la-collection-borduas-du-musee-d-art-contemporain | collection-gisele-et-gerard-lortie-montreal","https://macrepertoire.macm.org/kit/a-71-48-p-1/","coin-du-banc-gaspesie"
"Paul-Émile Borduas","A 75 21 P 1","Sans titre","vers 1934","Peinture","Huile sur toile marouflée sur contreplaqué","20,4 x 20,4 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1975","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Paul-Émile Borduas : Les frontières de nos rêves ne sont plus les mêmes, 2010-04-24 → 2010-10-03 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet II], 2006-03-03 → 2008-03-24 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet I], 2002-05-24 → 2006-04-19 [Exposition – collection] | Borduas et l’épopée automatiste, 1998-05-09 → 1998-11-29 [Exposition – collection] | Paul-Émile Borduas, diffusion de l’œuvre, 1982-01-14 → 1982-02-21 [Exposition – collection]","paul-emile-borduas-emles-frontieres | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet-2006-03-03 | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet | borduas-et-l-epopee-automatiste | paul-emile-borduas-diffusion-de-l-oeuvre","Paul-Émile Borduas, 1998 [Catalogue] | La collection Borduas du Musée d’art contemporain, 1979 [Catalogue]","paul-emile-borduas-3 | la-collection-borduas-du-musee-d-art-contemporain","https://macrepertoire.macm.org/kit/a-75-21-p-1/","sans-titre-75-21"
"Paul-Émile Borduas","D 98 66 D 8","Sans titre (L’Hôtesse, Le Bavardage, Le Goûter, Le Premier prix, La Difficulté, L’Erreur, Le Grand schlem, Le Prix de consolation)","vers 1930","Dessin","Aquarelle, graphite et crayons de couleur sur papier","9 x 7 cm (chaque); 45 x 60,6 x 5,1 cm (l’ensemble)","Montréal (Québec), Canada","","Don de madame Lise et de monsieur Guy Marcotte","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1998","","","","","Borduas, Paul-Émile","Paul-Émile Borduas","borduas-paul-emile","Paul-Émile Borduas : Les frontières de nos rêves ne sont plus les mêmes, 2010-04-24 → 2010-10-03 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet II], 2006-03-03 → 2008-03-24 [Exposition – collection] | La Magie des signes : Œuvres sur papier de la Collection Borduas du Musée d’art contemporain de Montréal, 2004-10-14 → 2005-01-15 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet I], 2002-05-24 → 2006-04-19 [Exposition – collection]","paul-emile-borduas-emles-frontieres | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet-2006-03-03 | la-magie-des-signes-oeuvres-sur-papier-de-la-collection | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet","La Magie des signes, 2004 [Catalogue]","la-magie-des-signes","https://macrepertoire.macm.org/kit/d-98-66-d-8/","sans-titre-l-hotesse-le-bavardage-le-gouter"
